OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,OWNER,INDUSTRYID,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
4477,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4477,Shearwater,Operational,United,,100 Alexander Street,Shearwater,Tasmania,5,20110725,,-41.1625976559999,146.532470703
4478,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4478,St Helens,Operational,United,,16 Cecilia Street,St Helens,Tasmania,5,20110725,,-41.3229980469999,148.24987793
4479,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4479,Breadalbane,Operational,United,,1 Translink Avenue,Western Junction,Tasmania,5,20110725,,-41.536987305,147.195678711
4480,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4480,Burnie,Operational,United,,74-76 Mount Street,Burnie,Tasmania,5,20110725,,-41.0541992189999,145.904296875
4481,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4481,Devonport,Operational,United,,89 Best Street,Devonport,Tasmania,5,20110725,,-41.177429199,146.351318359
4482,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4482,Victoria Park,Operational,United,,916 Albany Highway,Victoria Park,Western Australia,5,20110725,,-31.987794159,115.905523527
4483,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4483,Leda,Operational,United,,2 Feilman Drive,Leda,Western Australia,5,20110725,,-32.260010956,115.806524504
4484,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4484,Mindarie,Operational,United,,4 Bergen Way,Mindarie,Western Australia,5,20110725,,-31.6774303889999,115.711736906
4485,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4485,Mount Lawley,Operational,United,,791 Beaufort Street,Mount Lawley,Western Australia,5,20110725,,-31.92578244,115.880132902
4486,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4486,Myaree,Operational,United,,176-182 Leach Highway,Myaree,Western Australia,5,20110725,,-32.04623485,115.812627622
4487,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4487,Northbridge,Operational,United,,31 Fitzgerald Street,Northbridge,Western Australia,5,20110725,,-31.945661516,115.852379401
4488,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4488,Osborne Park,Operational,United,,479 Scarborough Beach Road,Osborne Park,Western Australia,5,20110725,,-31.9049084169999,115.806097258
4489,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4489,Padbury,Operational,United,,4 Walter Padbury Boulevard,Padbury,Western Australia,5,20110725,,-31.818909881,115.774114836
4490,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4490,Roleystone,Operational,United,,11 Wygonda Road,Roleystone,Western Australia,5,20110725,,-32.1124889829999,116.070928801
4491,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4491,Wingfield,Operational,United,,551 Grand Junction Road,Wingfield,South Australia,5,20110725,Unmanned,-34.8488171079999,138.571111906
4492,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4492,Invermay,Operational,United,,135 Invermay Road,Invermay,Tasmania,5,20110725,Unmanned,-41.42401123,147.136291504
4493,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4493,Bell Bay,Operational,United,,12 Mobil Road,Bell Bay,Tasmania,5,20110725,Unmanned,-41.131381553,146.866943489
4494,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4494,Scottsdale,Operational,United,,34814 Tasman Highway,Scottsdale,Tasmania,5,20110725,Unmanned,-41.185495201,147.552245263
4495,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4495,Sheffield,Operational,United,,2 Main Street,Sheffield,Tasmania,5,20110725,Unmanned,-41.379821777,146.317504883
4496,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4496,Ulverstone,Operational,United,,22-24 Trevor Street,Ulverstone,Tasmania,5,20110725,Unmanned,-41.164489746,146.16192627
4497,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4497,Wynyard,Operational,United,,10 Inglis Street,Wynyard,Tasmania,5,20110725,Unmanned,-40.989929199,145.723327637
4498,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4498,Ridgley School Shop,Operational,Independent Fuel Supplies,,914 Ridgley Highway,Ridgley,Tasmania,5,20110725,,-41.1401289999999,145.836697
4499,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4499,Doveton,Operational,7-Eleven Pty Ltd,,48 Princes Highway,Doveton,Victoria,5,20120713,,-38.001689023,145.239816233
4500,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4500,Doveton,Operational,Caltex,,40-44 Princes Highway,Doveton,Victoria,5,20110725,,-38.001418407,145.238515191
4501,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4501,Shepparton,Operational,Scott Petroleum (Shell),,17-29 McGill Street,Shepparton,Victoria,5,20110725,,-36.3631485139999,145.429451836
4502,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4502,Dermody Petroleum Pty Ltd,Operational,AusFuel,,146 Old Tarcoola Road,Port Augusta West,South Australia,5,20110725,Unmanned http://www.australianplanet.com/web/1509C50518/dermody-petroleum-pty-ltdport-augusta-port-augusta-sa,-32.4682309419999,137.735724851
4503,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4503,Port Augusta,Operational,Caltex,,110 Old Tarcoola Road,Port Augusta West,South Australia,5,20110725,,-32.471494003,137.738050832
4504,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4504,Port Augusta,Operational,7-Eleven Pty Ltd,,25 Prosser Street,Port Augusta,South Australia,5,20120713,,-32.482142497,137.785827202
4505,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4505,Caltex Port Hedland,Operational,Caltex,,12 Cajarina Road,Wedgefield,Western Australia,5,20110725,,-20.380853793,118.590551979
4506,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4506,Shell Bendigo Truck Stop,Operational,Shell,,107 Strickland Road,East Bendigo,Victoria,5,20110725,,-36.7465078339999,144.30577811
4507,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4507,St Albans North,Operational,United,,116 Main Road East,St Albans,Victoria,5,20110725,,-37.746481569,144.82070754
4508,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4508,Sunshine,Operational,United,,559 Ballarat Road ,Sunshine,Victoria,5,20110725,,-37.7760640619999,144.817429768
4509,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4509,Murrumbeena,Operational,United,,952 North Road,Murrumbeena,Victoria,5,20110725,,-37.907224672,145.065143667
4510,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4510,Hastings East,Operational,United,,219 Marine Parade ,Hastings East,Victoria,5,20110725,,-38.290861536,145.190627171
4511,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4511,Shepparton,Operational,United,,7647 Goulburn Valley Highway,Shepparton,Victoria,5,20110725,,-36.441312535,145.388169662
4512,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4512,Cranbourne South,Operational,United,,1-3 Cameron Street,Cranbourne South,Victoria,5,20110725,,-38.1195882769999,145.2882398
4513,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4513,Chisholm Petroleum,Operational,Caltex,37282,258-266 Princes Highway,Corio,Victoria,5,20110725,There are two separate sets of petrol pumps at this site,-38.079043451,144.365332267
4514,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4514,Officer Outbound,Operational,BP,7020,65 Princes Highway,Officer,Victoria,5,20110725,,-38.070091178,145.387103743
4515,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4515,Officer Inbound,Operational,BP,7010,94 Princes Highway,Officer,Victoria,5,20110725,,-38.07305794,145.389658638
4516,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4516,AA Wallan Outbound,Operational,BP,5909,1015 Hume Highway,Wallan,Victoria,5,20110725,,-37.40362743,145.017259275
4517,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4517,AA Wallan Inbound,Operational,BP,5908,1052 Hume Highway,Wallan,Victoria,5,20110725,,-37.4023175409999,145.01507176
4518,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4518,Alice City BP,Operational,BP,1668,Transit Plaza,Alice Springs,Northern Territory,5,20110725,,-23.6986767079999,133.878180045
4519,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4519,Norvac Bell Bay,Operational,United,,Bell Bay Road,Bell Bay,Tasmania,5,20110725,Unmanned,-41.130023611,146.866677025
4520,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4520,Bell Bay ,Operational,BP,4156,Bell Bay Road,Bell Bay,Tasmania,5,20110725,Unmanned,-41.129300255,146.866334383
4521,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4521,Biggenden Food & Fuel,Operational,BP,5977,1 John Street,Biggenden,Queensland,5,20110725,,-25.507293847,152.046561786
4522,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4522,Bankstown Aerodrome,Operational,7-Eleven Pty Ltd,,Henry Lawson Drive,Bankstown Aerodrome,New South Wales,5,20120713,,-33.9274200309999,150.980320147
4523,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4523,BP 2GO Canterbury,Operational,BP,9499,322 Canterbury Road,Canterbury,New South Wales,5,20110725,,-33.914953586,151.11302565
4524,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4524,Yamanto,Operational,Oz Fuel,,2282 Cunningham Highway,Yamanto,Queensland,5,20110725,,-27.6625703189999,152.728682812
4525,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4525,Amberley,Operational,7-Eleven Pty Ltd,,Cunningham Highway,Amberley,Queensland,5,20120713,,-27.658627558,152.708722585
4526,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4526,Amberley Coachhouse,Operational,Neumann Petroleum,,2708 Cunningham Highway,Willowbank,Queensland,5,20110725,Website only gives approximate location,-27.665744278,152.692522661
4527,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4527,Ashmore,Operational,7-Eleven Pty Ltd,,Currumburra Road,Ashmore,Queensland,5,20120713,,-27.986995367,153.382351914
4528,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4528,Ashmore,Operational,7-Eleven Pty Ltd,,400 Nerang Road,Ashmore,Queensland,5,20120713,,-27.9788040719999,153.379692866
4529,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4529,Athol Park OPT,Operational,BP,,17-19 Athol Street,Athol Park,South Australia,5,20110725,,-34.8524495569999,138.54083848
4530,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4530,BP On The Run Hilton,Operational,Peregrine Corporation,7255,79-81 Sir Donald Bradman Drive,Hilton,South Australia,5,20120713,,-34.932245784,138.569291822
4531,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4531,Keith Southbound,Operational,7-Eleven Pty Ltd,,Riddich Highway and Dukes Highway,Keith,South Australia,5,20120713,Mobil acquired by 7 Eleven on BP website but signage says mobil,-36.087106171,140.343312239
4532,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4532,BP On The Run Blackwood,Operational,Peregrine Corporation,5810,202 Main North Road,Blackwood,South Australia,5,20120713,,-35.017027743,138.616847691
4533,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4533,BP On The Run Kensington,Operational,Peregrine Corporation,5949,294 The Parade,Kensington,South Australia,5,20120713,,-34.921064761,138.643320455
4534,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4534,D Smith and Sons,Operational,Liberty,,659 Magill Road,Magill,South Australia,5,20110725,,-34.9125525699999,138.68029717
4535,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4535,Bridgestone ,Operational,Perrys,,23 Spalding Road,Jamestown,South Australia,5,20110725,,-33.206392104,138.602258308
4536,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4536,Broughton Marine RDD,Operational,Independent Fuel Supplies,7072,12 Bay Street,Port Broughton,South Australia,5,20110725,,-33.600575003,137.93236276
4537,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4537,BP On The Run Tranmere,Operational,Peregrine Corporation,,172-176 Glynburn Road,Tranmere,South Australia,2,20120713,This site is on both Peregrine and BP websites but doesnt appear on the Adelaide 2011 image,-34.902265127,138.657656219
4538,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4538,Mobil On The Run Adelaide,Operational,Peregrine Corporation,,139 Angus Street,Adelaide,South Australia,5,20120713,,-34.9302489729999,138.605735947
4539,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4539,Mobil On The Run Aldinga,Operational,Peregrine Corporation,,Lot 3 Main South Road,Aldinga,South Australia,5,20120713,,-35.267782497,138.484111649
4540,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4540,Mobil On The Run Angle Vale,Operational,Peregrine Corporation,,131 Heaslip Road,Angle Vale,South Australia,5,20120713,,-34.647832305,138.643559719
4541,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4541,Mobil On The Run Elizabeth South,Operational,Peregrine Corporation,,Lot 2 John Rice Avenue,Elizabeth South,South Australia,5,20120713,,-34.753074289,138.649647124
4542,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4542,Elizabeth South,Operational,United,,150 Commercial Road,Elizabeth South,South Australia,5,20110725,,-34.753518077,138.64804177
4543,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4543,Evanston Park,Operational,Caltex,,Main North Road,Evanston Park,South Australia,5,20110725,,-34.622703069,138.73782317
4544,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4544,Mobil On The Run Glen Osmond,Operational,Peregrine Corporation,,411 Glen Osmond Road,Glen Osmond,South Australia,5,20120713,,-34.9625749209999,138.643780206
4545,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4545,Mobil On The Run Glenside,Operational,Peregrine Corporation,,282 Greehhill Road,Glenside,South Australia,5,20120713,,-34.9399007129999,138.633951795
4546,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4546,Mobil On The Run Greenacres,Operational,Peregrine Corporation,,325 North East Road,Hillcrest,South Australia,5,20120713,,-34.870452513,138.637506083
4547,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4547,Mobil On the Run Gulfview,Operational,Peregrine Corporation,,159 Dyson Road,Christies Beach,South Australia,5,20120713,,-35.1296986259999,138.485234066
4548,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4548,Mobil On The Run Harbourtown,Operational,Peregrine Corporation,,Lot 4 Tapleys Hill Road,West Beach,South Australia,5,20120713,,-34.9458466689999,138.517497036
4549,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4549,Mobil On The Run Hilltop,Operational,Peregrine Corporation,,656 North East Road,Holden Hill,South Australia,5,20120713,,-34.852886805,138.665709881
4550,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4550,Mobil On The Run Kensington Gardens,Operational,Peregrine Corporation,,408 Magill Road,Kensington Gardens,South Australia,5,20120713,,-34.9141847409999,138.658563729
4551,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4551,Mobil On The Run Kent Town,Operational,Peregrine Corporation,,1 Fullarton Road,Kent Town,South Australia,5,20120713,,-34.916110115,138.622465094
4552,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4552,Mobil On The Run Kingswood,Operational,Peregrine Corporation,,1 Belair Road,Kingswood,South Australia,5,20120713,,-34.965890703,138.608881083
4553,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4553,Mobil On The Run Para Hills,Operational,Peregrine Corporation,,321 Bridge Road,Para Hills,South Australia,5,20120713,,-34.8139830879999,138.643172862
4554,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4554,Mobil On The Run Salisbury Downs,Operational,Peregrine Corporation,,328 Salisbury Highway,Salisbury Downs,South Australia,5,20120713,,-34.7791568449999,138.627056882
4555,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4555,Mobil On The Run Sheidow Park,Operational,Peregrine Corporation,,2 Commercial Road,Sheidow Park,South Australia,5,20120713,,-35.0756847879999,138.522434426
4556,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4556,Mobil On The Run South Plympton,Operational,Peregrine Corporation,,445 Marion Road,South Plympton,South Australia,5,20120713,,-34.9685491929999,138.555400728
4557,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4557,Mobil On The Run Underdale,Operational,Peregrine Corporation,,282 Henley Beach Road,Underdale,South Australia,5,20120713,,-34.9244361639999,138.549493129
4558,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4558,Mobil On The Run Welland,Operational,Peregrine Corporation,,522 Port Road,Welland,South Australia,5,20120713,,-34.896142147,138.557364711
4559,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4559,On The Run Commercial Road,Operational,Peregrine Corporation,,55 Commercial Road,Salisbury,South Australia,5,20120713,,-34.761406195,138.649649813
4560,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4560,Braddon,Operational,7-Eleven Pty Ltd,,Mort Street,Canberra,Australian Capital Territory,5,20120713,,-35.2757210999999,149.1315521
4561,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4561,Fyshwick,Operational,7-Eleven Pty Ltd,,Dalby Street,Fyshwick,Australian Capital Territory,5,20120713,,-35.325101654,149.15370731
4562,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4562,Giralang,Operational,7-Eleven Pty Ltd,,Canopus Crescent,Giralang,Australian Capital Territory,5,20120713,,-35.2138821,149.0962621
4563,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4563,Holt,Operational,7-Eleven Pty Ltd,,88 Hardwick Crescent,Holt,Australian Capital Territory,5,20120713,,-35.2208871,149.0178561
4564,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4564,Melba,Operational,7-Eleven Pty Ltd,,2 Chinner Crescent,Melba,Australian Capital Territory,5,20120713,,-35.2080501,149.0481521
4565,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4565,Spence,Operational,7-Eleven Pty Ltd,,Clarey Crescent,Spence,Australian Capital Territory,5,20120713,,-35.1947701,149.0623601
4566,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4566,Albany Creek,Operational,7-Eleven Pty Ltd,,70 Albany Creek Road,Albany Creek,Queensland,5,20120713,,-27.3638020999999,153.0129031
4567,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4567,Algester,Operational,7-Eleven Pty Ltd,,169 Algester Road,Algester,Queensland,5,20120713,,-27.6125711,153.0394571
4568,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4568,Ashgrove,Operational,7-Eleven Pty Ltd,,268 Waterworks Road,Ashgrove,Queensland,5,20120713,Ex-Mobil Site,-27.4461491,152.9909841
4569,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4569,Ashmore,Operational,7-Eleven Pty Ltd,,Southport Nerang Road,Ashmore,Queensland,5,20120713,,-27.9846691,153.3656951
4570,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4570,Apsley,Operational,7-Eleven Pty Ltd,,1429 Gympie Road,Apsley,Queensland,5,20120713,,-27.3583050999999,153.0172591
4571,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4571,Beenleigh,Operational,7-Eleven Pty Ltd,,79 Logan River Road,Beenleigh,Queensland,5,20120713,,-27.7134121,153.1850491
4572,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4572,Beenleigh,Operational,7-Eleven Pty Ltd,,2-6 City Road,Beenleigh,Queensland,5,20120713,,-27.7078000999999,153.2035271
4573,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4573,Bellbird Park,Operational,7-Eleven Pty Ltd,,354 Redback Plains Road,Bellbird Park,Queensland,5,20120713,,-27.6452661,152.8721631
4574,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4574,Birkdale,Operational,7-Eleven Pty Ltd,,2 Bailey Road,Birkdale,Queensland,5,20120713,,-27.5092170999999,153.2070951
4575,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4575,Redbank Plains,Operational,7-Eleven Pty Ltd,,355 Redback Plains Road,Redbank Plains,Queensland,5,20120713,,-27.6449605779999,152.871536587
4576,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4576,Bracken Ridge,Operational,7-Eleven Pty Ltd,,Telegraph Road,Bracken Ridge,Queensland,5,20120713,,-27.3308101,153.0257621
4577,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4577,Brassall,Operational,7-Eleven Pty Ltd,,21 Hunter Street,Brassall,Queensland,5,20120713,,-27.5934470999999,152.7457591
4578,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4578,Beenleigh,Operational,Matilda Fuels,,21 City Road,Beenleigh,Queensland,5,20110725,,-27.7084425539999,153.2030869
4579,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4579,Bray Park,Operational,7-Eleven Pty Ltd,,339-341 Sampsonvale Road,Bray Park,Queensland,5,20120713,,-27.2918831,152.9546071
4580,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4580,Brisbane East,Operational,7-Eleven Pty Ltd,,508 Vulture Street,Brisbane East,Queensland,5,20120713,,-27.4848871,153.0398991
4581,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4581,Boronia Heights,Operational,7-Eleven Pty Ltd,,2a Coronation Road,Boronia Heights,Queensland,5,20120713,,-27.6787681,153.0218471
4582,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4582,Broadbeach,Operational,7-Eleven Pty Ltd,,Hooker Boulevard,Broadbeach,Queensland,5,20120713,,-28.0356631,153.4252221
4583,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4583,Browns Plains,Operational,7-Eleven Pty Ltd,,267-273 Browns Plains Road,Browns Plains,Queensland,5,20120713,,-27.6640990999999,153.0614831
4584,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4584,Browns Plains,Operational,7-Eleven Pty Ltd,,264-266 Browns Plains Road,Browns Plains,Queensland,5,20120713,,-27.6639311,153.0634291
4585,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4585,Carina,Operational,7-Eleven Pty Ltd,,1505 Creek Road,Carina,Queensland,5,20120713,,-27.4876631,153.1002141
4586,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4586,Coomera,Operational,7-Eleven Pty Ltd,,Pacific Highway,Coomera,Queensland,5,20120713,,-27.8687060999999,153.3140761
4587,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4587,Coopers Plains,Operational,7-Eleven Pty Ltd,,129 Orange Grove Road,Coopers Plains,Queensland,5,20120713,,-27.5638891,153.0397191
4588,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4588,Deagon,Operational,7-Eleven Pty Ltd,,11 Depot Road,Deagon,Queensland,5,20120713,,-27.3283731,153.0538921
4589,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4589,Dinmore,Operational,7-Eleven Pty Ltd,,29-31 Brisbane Road,Dinmore,Queensland,5,20120713,,-27.5981001,152.8320091
4590,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4590,Durack,Operational,7-Eleven Pty Ltd,,14 Rosemary Street,Durack,Queensland,5,20120713,,-27.5792571,152.9745261
4591,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4591,Eatons Hill,Operational,7-Eleven Pty Ltd,,South Pine Road,Eatons Hill,Queensland,5,20120713,,-27.3378101,152.9602291
4592,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4592,Fairfield,Operational,7-Eleven Pty Ltd,,180 Fairfield Road,Fairfield,Queensland,5,20120713,,-27.5084060999999,153.0250711
4593,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4593,Flinders Way,Operational,7-Eleven Pty Ltd,,130 Ash Street,Yamanto,Queensland,5,20120713,,-27.6536030999999,152.7632031
4594,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4594,Gaven,Operational,7-Eleven Pty Ltd,,Binstead Way,Gaven,Queensland,5,20120713,,-27.9261761,153.3236791
4595,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4595,Graceville,Operational,7-Eleven Pty Ltd,,246 Oxley Avenue,Graceville,Queensland,5,20120713,,-27.5221741,152.9801281
4596,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4596,Greenslopes,Operational,7-Eleven Pty Ltd,,99 Juliette Street,Greenslopes,Queensland,5,20120713,,-27.5045931,153.0402901
4597,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4597,Heritage Park,Operational,7-Eleven Pty Ltd,,118 Waller Street,Heritage Park,Queensland,5,20120713,,-27.6735131,153.0529571
4598,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4598,Hope Island,Operational,7-Eleven Pty Ltd,,341 Southport Oxenford Road,Hope Island,Queensland,5,20120713,,-27.8804921,153.3340351
4599,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4599,Jindalee,Operational,7-Eleven Pty Ltd,,721 Seventeen Mile Rock Road,Jindalee,Queensland,5,20120713,,-27.5364041,152.9490181
4600,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4600,Kensington Hills,Operational,7-Eleven Pty Ltd,,1 Sovereign Avenue,Bray Park,Queensland,5,20120713,,-27.2969800999999,152.9751271
4601,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4601,Labrador,Operational,7-Eleven Pty Ltd,,78-84 Frank Street,Labrador,Queensland,5,20120713,,-27.9488971,153.4082301
4602,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4602,Logan City,Operational,7-Eleven Pty Ltd,,120 Wembley Road,Logan Central,Queensland,5,20120713,,-27.6412880999999,153.1074811
4603,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4603,Lytton,Operational,7-Eleven Pty Ltd,,887 Lytton Road,Murrarie,Queensland,5,20120713,,-27.4568431,153.1058491
4604,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4604,Mackenzie,Operational,7-Eleven Pty Ltd,,902 Mount Gravatt-Capalaba Road,Mackenzie,Queensland,5,20120713,,-27.5455231,153.1218191
